# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov 11 05:36:40 2015
#
# CONSTRAINT:  where (koi_disposition like 'CONFIRMED'
# CONSTRAINT:  )
# CONSTRAINT:  order by rowid asc, koi_period desc
#
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
#
rowid	kepler_name	koi_disposition	koi_period	koi_period_err1	koi_period_err2	koi_prad	koi_prad_err1	koi_prad_err2	koi_teq	koi_teq_err1	koi_teq_err2	koi_steff	koi_steff_err1	koi_steff_err2	koi_slogg	koi_slogg_err1	koi_slogg_err2	koi_srad	koi_srad_err1	koi_srad_err2
682	Kepler-56 b	CONFIRMED	10.500733400	1.7810000e-04	-1.7810000e-04	4.96	1.800e-01	-1.800e-01	1368.0			4840.00	97.00	-97.00	3.306	0.045	-0.045	4.2300	0.1500	-0.1500
683	Kepler-285 b	CONFIRMED	2.633857233	6.7630000e-06	-6.7630000e-06	1.40	4.500e-01	-1.000e-01	1125.0			5400.00	171.00	-138.00	4.579	0.026	-0.206	0.8010	0.2570	-0.0590
684	Kepler-285 c	CONFIRMED	6.186662180	4.3100000e-05	-4.3100000e-05	1.11	3.600e-01	-8.000e-02	847.0			5400.00	171.00	-138.00	4.579	0.026	-0.206	0.8010	0.2570	-0.0590
685	Kepler-286 b	CONFIRMED	1.796324389	5.8680000e-06	-5.8680000e-06	1.37	5.900e-01	-1.100e-01	1476.0			5970.00	163.00	-182.00	4.521	0.034	-0.307	0.9080	0.3900	-0.0740
686	Kepler-286 c	CONFIRMED	3.468082390	1.5350000e-05	-1.5350000e-05	1.47	6.400e-01	-1.200e-01	1186.0			5970.00	163.00	-182.00	4.521	0.034	-0.307	0.9080	0.3900	-0.0740
687	Kepler-286 d	CONFIRMED	5.914287670	3.4070000e-05	-3.4070000e-05	1.48	6.300e-01	-1.200e-01	992.0			5970.00	163.00	-182.00	4.521	0.034	-0.307	0.9080	0.3900	-0.0740
689	Kepler-291 b	CONFIRMED	3.546534140	1.0080000e-05	-1.0080000e-05	2.17	8.600e-01	-2.000e-01	1212.0			5993.00	167.00	-227.00	4.489	0.041	-0.288	0.9860	0.3930	-0.0890
690	Kepler-291 c	CONFIRMED	5.700711530	2.4700000e-05	-2.4700000e-05	1.93	7.700e-01	-1.700e-01	1034.0			5993.00	167.00	-227.00	4.489	0.041	-0.288	0.9860	0.3930	-0.0890
691	Kepler-292 f	CONFIRMED	20.834294700	1.2500000e-04	-1.2500000e-04	2.94	1.130e+00	-2.800e-01	613.0			5513.00	175.00	-151.00	4.479	0.062	-0.259	0.9150	0.3510	-0.0870
692	Kepler-292 d	CONFIRMED	7.055667100	2.2680000e-05	-2.2680000e-05	2.57	9.800e-01	-2.500e-01	879.0			5513.00	175.00	-151.00	4.479	0.062	-0.259	0.9150	0.3510	-0.0870
693	Kepler-298 b	CONFIRMED	10.475481920	1.8110000e-05	-1.8110000e-05	2.21	2.300e-01	-2.000e-01	566.0			4549.00	168.00	-160.00	4.634	0.043	-0.044	0.6520	0.0650	-0.0590
694	Kepler-298 c	CONFIRMED	22.928844820	9.4170000e-05	-9.4170000e-05	2.26	2.300e-01	-2.000e-01	436.0			4549.00	168.00	-160.00	4.634	0.043	-0.044	0.6520	0.0650	-0.0590
695	Kepler-298 d	CONFIRMED	77.474072400	3.5280000e-04	-3.5280000e-04	2.89	2.900e-01	-2.600e-01	291.0			4549.00	168.00	-160.00	4.634	0.043	-0.044	0.6520	0.0650	-0.0590
697	Kepler-299 c	CONFIRMED	6.885955590	2.4430000e-05	-2.4430000e-05	1.98	7.900e-01	-1.600e-01	933.0			5896.00	163.00	-171.00	4.518	0.033	-0.287	0.9160	0.3640	-0.0740
703	Kepler-286 e	CONFIRMED	29.221510100	2.2280000e-04	-2.2280000e-04	1.79	7.700e-01	-1.400e-01	582.0			5970.00	163.00	-182.00	4.521	0.034	-0.307	0.9080	0.3900	-0.0740
704	Kepler-287 c	CONFIRMED	44.852107100	1.5400000e-04	-1.5400000e-04	3.50	1.320e+00	-4.400e-01	522.0			5800.00	161.00	-161.00	4.404	0.095	-0.255	1.0120	0.3800	-0.1280
705	Kepler-287 b	CONFIRMED	20.342342370	5.9430000e-05	-5.9430000e-05	2.40	9.000e-01	-3.000e-01	680.0			5800.00	161.00	-161.00	4.404	0.095	-0.255	1.0120	0.3800	-0.1280
706	Kepler-11 g	CONFIRMED	118.378379000	3.1110000e-04	-3.1110000e-04	3.46	2.500e-01	-2.200e-01	376.0			5657.00	107.00	-101.00	4.364	0.051	-0.056	1.0460	0.0760	-0.0650
708	Kepler-292 e	CONFIRMED	11.978822000	5.7220000e-05	-5.7220000e-05	2.86	1.100e+00	-2.700e-01	737.0			5513.00	175.00	-151.00	4.479	0.062	-0.259	0.9150	0.3510	-0.0870
709	Kepler-292 c	CONFIRMED	3.715453910	1.9340000e-05	-1.9340000e-05	1.79	6.900e-01	-1.700e-01	1088.0			5513.00	175.00	-151.00	4.479	0.062	-0.259	0.9150	0.3510	-0.0870
710	Kepler-292 b	CONFIRMED	2.580821490	1.2280000e-05	-1.2280000e-05	1.65	6.300e-01	-1.600e-01	1229.0			5513.00	175.00	-151.00	4.479	0.062	-0.259	0.9150	0.3510	-0.0870
712	Kepler-293 b	CONFIRMED	19.254053060	5.2310000e-05	-5.2310000e-05	3.00	1.180e+00	-2.500e-01	657.0			5798.00	167.00	-196.00	4.507	0.036	-0.286	0.9410	0.3720	-0.0770
713	Kepler-299 d	CONFIRMED	15.054868900	1.1280000e-04	-1.1280000e-04	1.73	6.900e-01	-1.400e-01	719.0			5896.00	163.00	-171.00	4.518	0.033	-0.287	0.9160	0.3640	-0.0740
714	Kepler-299 b	CONFIRMED	2.927215590	1.5490000e-05	-1.5490000e-05	1.22	4.800e-01	-1.000e-01	1241.0			5896.00	163.00	-171.00	4.518	0.033	-0.287	0.9160	0.3640	-0.0740
715	Kepler-299 e	CONFIRMED	38.285633800	4.9350000e-04	-4.9350000e-04	1.71	6.700e-01	-1.400e-01	527.0			5896.00	163.00	-171.00	4.518	0.033	-0.287	0.9160	0.3640	-0.0740
729	Kepler-293 c	CONFIRMED	54.156107800	2.7830000e-04	-2.7830000e-04	3.81	1.510e+00	-3.100e-01	466.0			5798.00	167.00	-196.00	4.507	0.036	-0.286	0.9410	0.3720	-0.0770
730	Kepler-5 b	CONFIRMED	3.548465405	1.9600000e-07	-1.9600000e-07	15.28	1.180e+00	-1.280e+00	1640.0			6290.00	105.00	-120.00	4.074	0.045	-0.054	1.7460	0.1350	-0.1460
735	Kepler-300 c	CONFIRMED	40.715110300	1.3580000e-04	-1.3580000e-04	2.15	8.300e-01	-1.700e-01	516.0			5968.00	157.00	-162.00	4.534	0.031	-0.281	0.8810	0.3390	-0.0680
736	Kepler-300 b	CONFIRMED	10.446366490	2.4950000e-05	-2.4950000e-05	1.88	7.200e-01	-1.500e-01	812.0			5968.00	157.00	-162.00	4.534	0.031	-0.281	0.8810	0.3390	-0.0680
737	Kepler-301 b	CONFIRMED	2.508554095	7.0200000e-06	-7.0200000e-06	1.33	5.800e-01	-1.100e-01	1278.0			5814.00	153.00	-153.00	4.523	0.037	-0.298	0.8810	0.3780	-0.0740
738	Kepler-301 d	CONFIRMED	13.751346420	5.1280000e-05	-5.1280000e-05	1.96	8.400e-01	-1.700e-01	725.0			5814.00	153.00	-153.00	4.523	0.037	-0.298	0.8810	0.3780	-0.0740
741	Kepler-114 c	CONFIRMED	8.041331208	8.0070000e-06	-8.0070000e-06	1.28	1.500e-01	-1.400e-01	507.0			3983.00	80.00	-81.00	4.721	0.067	-0.067	0.5400	0.0600	-0.0600
749	Kepler-11 b	CONFIRMED	10.304004970	1.6940000e-05	-1.6940000e-05	1.85	1.300e-01	-1.200e-01	849.0			5657.00	107.00	-101.00	4.364	0.051	-0.056	1.0460	0.0760	-0.0650
757	Kepler-301 c	CONFIRMED	5.419075590	2.1070000e-05	-2.1070000e-05	1.39	5.900e-01	-1.200e-01	989.0			5814.00	153.00	-153.00	4.523	0.037	-0.298	0.8810	0.3780	-0.0740
762	Kepler-420 b	CONFIRMED	86.647636760	4.3340000e-05	-4.3340000e-05	7.62	6.380e+00	-9.100e-01	366.0			5321.00	180.00	-146.00	4.463	0.099	-0.510	0.8580	0.7180	-0.1020
763	Kepler-281 c	CONFIRMED	36.337302380	8.8080000e-05	-8.8080000e-05	5.39	2.040e+00	-4.100e-01	513.0			5717.00	165.00	-166.00	4.538	0.027	-0.275	0.8840	0.3330	-0.0670
764	Kepler-281 b	CONFIRMED	14.646270640	9.7870000e-05	-9.7870000e-05	2.33	8.800e-01	-1.800e-01	694.0			5717.00	165.00	-166.00	4.538	0.027	-0.275	0.8840	0.3330	-0.0670
778	Kepler-116 b	CONFIRMED	5.968717469	5.6650000e-06	-5.6650000e-06	2.78	1.820e+00	-3.200e-01	1184.0			6484.00	166.00	-218.00	4.377	0.064	-0.366	1.1730	0.7680	-0.1360
785	Kepler-114 b	CONFIRMED	5.188561757	5.6120000e-06	-5.6120000e-06	1.00	1.100e-01	-1.200e-01	587.0			3983.00	80.00	-81.00	4.721	0.067	-0.067	0.5400	0.0600	-0.0600
802	Kepler-407 b	CONFIRMED	0.669309686	5.2800000e-07	-5.2800000e-07	1.21	2.400e-01	-1.000e-01	2079.0			5626.00	92.00	-124.00	4.404	0.062	-0.154	1.0670	0.2090	-0.0860
815	Kepler-288 c	CONFIRMED	19.305771590	7.8120000e-05	-7.8120000e-05	3.03	1.070e+00	-4.800e-01	728.0			5918.00	185.00	-193.00	4.349	0.131	-0.239	1.0680	0.3780	-0.1670
829	Kepler-57 b	CONFIRMED	5.729328624	5.8930000e-06	-5.8930000e-06	2.91	6.500e-01	-2.200e-01	853.0			5324.00	166.00	-140.00	4.585	0.026	-0.150	0.7910	0.1790	-0.0600
830	Kepler-114 d	CONFIRMED	11.776138457	6.3360000e-06	-6.3360000e-06	2.05	2.200e-01	-2.300e-01	447.0			3983.00	80.00	-81.00	4.721	0.067	-0.067	0.5400	0.0600	-0.0600
831	Kepler-57 c	CONFIRMED	11.609071170	3.6650000e-05	-3.6650000e-05	45.65	1.033e+01	-3.470e+00	674.0			5324.00	166.00	-140.00	4.585	0.026	-0.150	0.7910	0.1790	-0.0600
835	Kepler-288 b	CONFIRMED	6.097506070	4.9440000e-05	-4.9440000e-05	1.64	5.900e-01	-2.500e-01	1068.0			5918.00	185.00	-193.00	4.349	0.131	-0.239	1.0680	0.3780	-0.1670
836	Kepler-288 d	CONFIRMED	56.638879100	8.0300000e-04	-8.0300000e-04	3.62	1.280e+00	-5.700e-01	508.0			5918.00	185.00	-193.00	4.349	0.131	-0.239	1.0680	0.3780	-0.1670
839	Kepler-115 c	CONFIRMED	8.990888710	1.1160000e-05	-1.1160000e-05	2.31	4.000e-01	-2.200e-01	939.0			5977.00	109.00	-123.00	4.375	0.081	-0.136	1.0750	0.1840	-0.1020
851	Kepler-421 b	CONFIRMED	704.962626000	9.0500000e-03	-9.0500000e-03	4.53	3.500e-01	-3.600e-01	178.0			5305.00	121.00	-95.00	4.489	0.076	-0.046	0.8180	0.0620	-0.0660
857	Kepler-58 b	CONFIRMED	10.218660160	5.1030000e-05	-5.1030000e-05	3.10	1.370e+00	-3.800e-01	920.0			6100.00	165.00	-211.00	4.376	0.091	-0.282	1.0830	0.4800	-0.1340
858	Kepler-58 c	CONFIRMED	15.573635510	9.2320000e-05	-9.2320000e-05	2.93	1.290e+00	-3.700e-01	799.0			6100.00	165.00	-211.00	4.376	0.091	-0.282	1.0830	0.4800	-0.1340
859	Kepler-58 d	CONFIRMED	40.101427200	3.1460000e-04	-3.1460000e-04	3.31	1.470e+00	-4.100e-01	583.0			6100.00	165.00	-211.00	4.376	0.091	-0.282	1.0830	0.4800	-0.1340
864	Kepler-294 c	CONFIRMED	6.626436260	1.6240000e-05	-1.6240000e-05	2.80	1.160e+00	-2.400e-01	957.0			5910.00	171.00	-201.00	4.505	0.038	-0.296	0.9400	0.3900	-0.0810
865	Kepler-294 b	CONFIRMED	3.701204820	1.3500000e-05	-1.3500000e-05	1.79	7.400e-01	-1.600e-01	1162.0			5910.00	171.00	-201.00	4.505	0.038	-0.296	0.9400	0.3900	-0.0810
872	Kepler-79 e	CONFIRMED	81.063494200	4.3050000e-04	-4.3050000e-04	2.23	1.000e+00	-2.100e-01	467.0			6388.00	160.00	-214.00	4.442	0.050	-0.299	1.0370	0.4670	-0.0980
873	Kepler-282 d	CONFIRMED	24.805680310	9.1360000e-05	-9.1360000e-05	2.30	9.400e-01	-1.800e-01	624.0			6102.00	163.00	-178.00	4.528	0.034	-0.298	0.8870	0.3610	-0.0700
874	Kepler-11 c	CONFIRMED	13.024928190	1.3000000e-05	-1.3000000e-05	2.94	2.100e-01	-1.800e-01	786.0			5657.00	107.00	-101.00	4.364	0.051	-0.056	1.0460	0.0760	-0.0650
875	Kepler-282 e	CONFIRMED	44.347099500	1.6320000e-04	-1.6320000e-04	2.59	1.050e+00	-2.100e-01	515.0			6102.00	163.00	-178.00	4.528	0.034	-0.298	0.8870	0.3610	-0.0700
876	Kepler-282 b	CONFIRMED	9.220688900	1.4930000e-04	-1.4930000e-04	1.04	4.300e-01	-8.000e-02	868.0			6102.00	163.00	-178.00	4.528	0.034	-0.298	0.8870	0.3610	-0.0700
877	Kepler-282 c	CONFIRMED	13.639525000	2.3160000e-04	-2.3160000e-04	1.22	5.000e-01	-1.000e-01	762.0			6102.00	163.00	-178.00	4.528	0.034	-0.298	0.8870	0.3610	-0.0700
894	Kepler-277 b	CONFIRMED	17.324172470	6.5050000e-05	-6.5050000e-05	2.96	7.300e-01	-6.400e-01	923.0			5941.00	121.00	-113.00	4.032	0.174	-0.129	1.6920	0.4200	-0.3630
900	Kepler-115 b	CONFIRMED	2.403643296	7.2220000e-06	-7.2220000e-06	0.99	1.700e-01	-9.000e-02	1459.0			5977.00	109.00	-123.00	4.375	0.081	-0.136	1.0750	0.1840	-0.1020
911	Kepler-277 c	CONFIRMED	33.006302500	1.5280000e-04	-1.5280000e-04	2.79	6.900e-01	-6.000e-01	745.0			5941.00	121.00	-113.00	4.032	0.174	-0.129	1.6920	0.4200	-0.3630
916	Kepler-113 c	CONFIRMED	8.925076369	6.2600000e-06	-6.2600000e-06	2.54	1.000e-01	-1.300e-01	624.0			4591.00	96.00	-89.00	4.579	0.031	-0.016	0.7090	0.0280	-0.0340
919	Kepler-11 d	CONFIRMED	22.687141050	2.5080000e-05	-2.5080000e-05	3.26	2.400e-01	-2.000e-01	653.0			5657.00	107.00	-101.00	4.364	0.051	-0.056	1.0460	0.0760	-0.0650
931	Kepler-295 b	CONFIRMED	12.645045100	1.0370000e-04	-1.0370000e-04	1.45	6.300e-01	-1.900e-01	741.0			5607.00	166.00	-138.00	4.447	0.103	-0.278	0.8860	0.3900	-0.1120
932	Kepler-295 c	CONFIRMED	21.526256900	1.8840000e-04	-1.8840000e-04	1.20	5.300e-01	-1.500e-01	620.0			5607.00	166.00	-138.00	4.447	0.103	-0.278	0.8860	0.3900	-0.1120
933	Kepler-295 d	CONFIRMED	33.884893430																	
935	Kepler-278 b	CONFIRMED	30.159863000	1.8310000e-04	-1.8310000e-04	4.23	9.000e-02	-1.000e-01	829.0			4991.00	75.00	-75.00	3.615	0.007	-0.007	2.9350	0.0660	-0.0660
936	Kepler-278 c	CONFIRMED	51.075756000	8.5760000e-04	-8.5760000e-04	3.36	7.000e-02	-8.000e-02	696.0			4991.00	75.00	-75.00	3.615	0.007	-0.007	2.9350	0.0660	-0.0660
950	Kepler-289 c	CONFIRMED	125.865433890	5.9800000e-05	-5.9800000e-05	18.17	9.440e+00	-5.400e+00	487.0			6279.00	171.00	-215.00	4.095	0.252	-0.265	1.5980	0.8310	-0.4750
951	Kepler-289 b	CONFIRMED	34.543846400	1.5010000e-04	-1.5010000e-04	3.41	1.770e+00	-1.010e+00	750.0			6279.00	171.00	-215.00	4.095	0.252	-0.265	1.5980	0.8310	-0.4750
952	Kepler-23 c	CONFIRMED	10.742427660	1.8500000e-05	-1.8500000e-05	3.15	1.000e-01	-9.000e-02	1023.0			5828.00	100.00	-100.00	4.090	0.019	-0.019	1.5480	0.0480	-0.0480
962	Kepler-113 b	CONFIRMED	4.754001150	2.9510000e-06	-2.9510000e-06	1.90	8.000e-02	-9.000e-02	770.0			4591.00	96.00	-89.00	4.579	0.031	-0.016	0.7090	0.0280	-0.0340
966	Kepler-6 b	CONFIRMED	3.234699312	1.1300000e-07	-1.1300000e-07	13.41	9.700e-01	-1.030e+00	1355.0			5640.00	99.00	-110.00	4.236	0.049	-0.047	1.2910	0.0930	-0.0990
967	Kepler-11 e	CONFIRMED	31.995506240	2.8420000e-05	-2.8420000e-05	3.89	2.800e-01	-2.400e-01	582.0			5657.00	107.00	-101.00	4.364	0.051	-0.056	1.0460	0.0760	-0.0650
979	Kepler-296 c	CONFIRMED	5.841641240	1.0160000e-05	-1.0160000e-05	1.52	2.400e-01	-2.500e-01	440.0			3517.00	70.00	-57.00	4.881	0.098	-0.098	0.3700	0.0600	-0.0600
980	Kepler-296 d	CONFIRMED	19.850283930	5.8510000e-05	-5.8510000e-05	1.65	2.600e-01	-2.700e-01	293.0			3517.00	70.00	-57.00	4.881	0.098	-0.098	0.3700	0.0600	-0.0600
981	Kepler-23 d	CONFIRMED	15.274382290	3.9910000e-05	-3.9910000e-05	2.28	7.000e-02	-7.000e-02	910.0			5828.00	100.00	-100.00	4.090	0.019	-0.019	1.5480	0.0480	-0.0480
988	Kepler-283 b	CONFIRMED	11.008159260	1.7690000e-05	-1.7690000e-05	3.25	5.000e-01	-4.900e-01	653.0			5189.00	314.00	-798.00	4.604	0.095	-0.095	0.7200	0.1100	-0.1100
989	Kepler-283 c	CONFIRMED	92.749023000	1.1340000e-03	-1.1340000e-03	38.67	5.910e+00	-5.910e+00	321.0			5189.00	314.00	-798.00	4.604	0.095	-0.095	0.7200	0.1100	-0.1100
990	Kepler-432 b	CONFIRMED	52.501076800	1.4170000e-04	-1.4170000e-04	12.39	3.600e-01	-3.600e-01	816.0			4995.00	78.00	-78.00	3.331	0.008	-0.008	4.1600	0.1200	-0.1200
992	Kepler-284 b	CONFIRMED	12.699029950	4.6250000e-05	-4.6250000e-05	2.44	8.700e-01	-1.900e-01	701.0			5614.00	158.00	-147.00	4.561	0.030	-0.244	0.8270	0.2940	-0.0660
998	Kepler-296 b	CONFIRMED	10.864431870	4.9650000e-05	-4.9650000e-05	35.38	5.730e+00	-5.740e+00	358.0			3517.00	70.00	-57.00	4.881	0.098	-0.098	0.3700	0.0600	-0.0600
1002	Kepler-297 b	CONFIRMED	38.868404250	8.8030000e-05	-8.8030000e-05	3.31	1.520e+00	-3.300e-01	579.0			6150.00	151.00	-193.00	4.423	0.061	-0.299	1.0400	0.4780	-0.1040
1003	Kepler-279 c	CONFIRMED	35.735571900	1.1430000e-04	-1.1430000e-04	3.57	1.430e+00	-3.400e-01	660.0			6781.00	157.00	-230.00	4.422	0.051	-0.280	1.0670	0.4260	-0.1020
1004	Kepler-279 b	CONFIRMED	12.309713600	4.0710000e-05	-4.0710000e-05	2.47	9.900e-01	-2.400e-01	941.0			6781.00	157.00	-230.00	4.422	0.051	-0.280	1.0670	0.4260	-0.1020
1005	Kepler-279 d	CONFIRMED	54.420540700	2.8560000e-04	-2.8560000e-04	3.20	1.280e+00	-3.100e-01	574.0			6781.00	157.00	-230.00	4.422	0.051	-0.280	1.0670	0.4260	-0.1020
1009	Kepler-284 c	CONFIRMED	37.514069300	2.0510000e-04	-2.0510000e-04	2.80	1.000e+00	-2.200e-01	489.0			5614.00	158.00	-147.00	4.561	0.030	-0.244	0.8270	0.2940	-0.0660
1011	Kepler-11 f	CONFIRMED	46.685802400	1.3000000e-04	-1.3000000e-04	2.74	2.000e-01	-1.700e-01	513.0			5657.00	107.00	-101.00	4.364	0.051	-0.056	1.0460	0.0760	-0.0650
1019	Kepler-316 b	CONFIRMED	2.240486391	4.0400000e-06	-4.0400000e-06	1.19	1.300e-01	-1.000e-01	815.0			4132.00	94.00	-74.00	4.701	0.041	-0.050	0.5540	0.0640	-0.0450
1029	Kepler-304 b	CONFIRMED	3.295703644	1.4230000e-06	-1.4230000e-06	3.80	7.860e+00	-4.500e-01	1014.0			4910.00	157.00	-131.00	4.455	0.105	-0.835	0.8920	1.8450	-0.1050
1030	Kepler-304 d	CONFIRMED	9.653476400	1.1020000e-05	-1.1020000e-05	3.25	6.730e+00	-3.800e-01	709.0			4910.00	157.00	-131.00	4.455	0.105	-0.835	0.8920	1.8450	-0.1050
1031	Kepler-304 c	CONFIRMED	5.315953474	4.7760000e-06	-4.7760000e-06	2.80	5.800e+00	-3.300e-01	864.0			4910.00	157.00	-131.00	4.455	0.105	-0.835	0.8920	1.8450	-0.1050
1036	Kepler-311 b	CONFIRMED	9.176135390	3.3670000e-05	-3.3670000e-05	1.57	2.700e-01	-1.600e-01	928.0			5897.00	115.00	-120.00	4.357	0.098	-0.132	1.0810	0.1860	-0.1150
1037	Kepler-311 c	CONFIRMED	19.738391300	1.3060000e-04	-1.3060000e-04	1.46	2.600e-01	-1.500e-01	719.0			5897.00	115.00	-120.00	4.357	0.098	-0.132	1.0810	0.1860	-0.1150
1041	Kepler-427 b	CONFIRMED	10.290993755	9.7700000e-07	-9.7700000e-07	9.83	4.230e+00	-9.200e-01	884.0			6190.00	155.00	-190.00	4.468	0.049	-0.301	0.9800	0.4210	-0.0920
1055	Kepler-408 b	CONFIRMED	2.465026158	4.7370000e-06	-4.7370000e-06	0.70	1.000e-02	-2.000e-02	1558.0			6104.00	74.00	-74.00	4.293	0.010	-0.010	1.2250	0.0270	-0.0270
1058	Kepler-425 b	CONFIRMED	3.797018335	1.7700000e-07	-1.7700000e-07	9.94	2.570e+00	-5.600e-01	972.0			5262.00	176.00	-141.00	4.583	0.018	-0.187	0.8160	0.2110	-0.0460
1071	Kepler-305 b	CONFIRMED	5.487110790	1.1530000e-05	-1.1530000e-05	3.50	8.700e-01	-3.500e-01	855.0			5106.00	207.00	-157.00	4.511	0.071	-0.265	0.8030	0.2000	-0.0800
1072	Kepler-305 c	CONFIRMED	8.290874180	3.0910000e-05	-3.0910000e-05	3.34	8.400e-01	-3.300e-01	745.0			5106.00	207.00	-157.00	4.511	0.071	-0.265	0.8030	0.2000	-0.0800
1074	Kepler-305 d	CONFIRMED	16.738659560	8.3610000e-05	-8.3610000e-05	2.68	6.700e-01	-2.600e-01	590.0			5106.00	207.00	-157.00	4.511	0.071	-0.265	0.8030	0.2000	-0.0800
1095	Kepler-306 c	CONFIRMED	7.240228500	1.6370000e-05	-1.6370000e-05	2.58	8.000e-01	-2.100e-01	803.0			5219.00	209.00	-160.00	4.519	0.049	-0.201	0.8510	0.2620	-0.0690
1096	Kepler-306 b	CONFIRMED	4.646210760	1.6370000e-05	-1.6370000e-05	1.82	5.600e-01	-1.500e-01	930.0			5219.00	209.00	-160.00	4.519	0.049	-0.201	0.8510	0.2620	-0.0690
1099	Kepler-312 c	CONFIRMED	19.747328460	4.6580000e-05	-4.6580000e-05	2.43	3.500e-01	-1.700e-01	735.0			6173.00	72.00	-132.00	4.429	0.031	-0.118	1.1080	0.1620	-0.0760
1114	Kepler-306 d	CONFIRMED	17.326685990	6.9790000e-05	-6.9790000e-05	2.57	7.900e-01	-2.100e-01	600.0			5219.00	209.00	-160.00	4.519	0.049	-0.201	0.8510	0.2620	-0.0690
1115	Kepler-306 e	CONFIRMED	44.841221400	2.8790000e-04	-2.8790000e-04	2.74	8.400e-01	-2.200e-01	437.0			5219.00	209.00	-160.00	4.519	0.049	-0.201	0.8510	0.2620	-0.0690
1128	Kepler-422 b	CONFIRMED	7.891448474	4.7000000e-07	-4.7000000e-07	12.24	2.450e+00	-1.520e+00	1000.0			5853.00	95.00	-134.00	4.318	0.101	-0.142	1.1930	0.2390	-0.1480
1150	Kepler-303 b	CONFIRMED	1.937032068	2.5730000e-06	-2.5730000e-06	0.95	1.200e-01	-1.100e-01	794.0			3944.00	80.00	-60.00	4.739	0.072	-0.072	0.5100	0.0600	-0.0600
1151	Kepler-303 c	CONFIRMED	7.061173590	1.2860000e-05	-1.2860000e-05	1.15	1.300e-01	-1.400e-01	516.0			3944.00	80.00	-60.00	4.739	0.072	-0.072	0.5100	0.0600	-0.0600
1154	Kepler-87 b	CONFIRMED	114.736351900	1.4840000e-04	-1.4840000e-04	9.51	4.200e+00	-2.120e+00	444.0			5991.00	189.00	-202.00	4.205	0.210	-0.238	1.2930	0.5720	-0.2880
1155	Kepler-87 c	CONFIRMED	573.950230000	1.1490000e-02	-1.1490000e-02	4.96	2.190e+00	-1.100e+00	259.0			5991.00	189.00	-202.00	4.205	0.210	-0.238	1.2930	0.5720	-0.2880
1158	Kepler-307 b	CONFIRMED	10.415729240	1.2060000e-05	-1.2060000e-05	3.43	1.290e+00	-5.000e-01	855.0			5671.00	162.00	-159.00	4.360	0.118	-0.246	1.0840	0.4060	-0.1570
1159	Kepler-313 b	CONFIRMED	14.970208100	8.2550000e-05	-8.2550000e-05	1.91	7.200e-01	-2.700e-01	785.0			5900.00	173.00	-188.00	4.363	0.114	-0.250	1.0700	0.4000	-0.1530
1160	Kepler-313 c	CONFIRMED	32.275211800	5.5780000e-04	-5.5780000e-04	1.70	6.400e-01	-2.400e-01	608.0			5900.00	173.00	-188.00	4.363	0.114	-0.250	1.0700	0.4000	-0.1530
1165	Kepler-317 b	CONFIRMED	5.524175170	2.2160000e-05	-2.2160000e-05	2.11	7.700e-01	-1.800e-01	951.0			5497.00	160.00	-147.00	4.486	0.052	-0.258	0.9360	0.3390	-0.0820
1166	Kepler-317 c	CONFIRMED	8.775085190	5.5600000e-05	-5.5600000e-05	1.85	6.700e-01	-1.600e-01	816.0			5497.00	160.00	-147.00	4.486	0.052	-0.258	0.9360	0.3390	-0.0820
1174	Kepler-307 c	CONFIRMED	13.084240960	2.2370000e-05	-2.2370000e-05	3.21	1.200e+00	-4.600e-01	792.0			5671.00	162.00	-159.00	4.360	0.118	-0.246	1.0840	0.4060	-0.1570
1175	Kepler-423 b	CONFIRMED	2.684328485	8.1000000e-08	-8.1000000e-08	12.43	4.660e+00	-1.000e+00	1291.0			5970.00	155.00	-169.00	4.521	0.034	-0.274	0.9080	0.3400	-0.0730
